5278.4,1.8018,2,0,1.7945,-0.0032,0.0010813
5279.4,1.2745,2,0,1.7953,-0.0028,0.0010826
5280.4,1.8018,2,0,1.795,-0.00265,0.0010827
5281.5,1.8018,2,0,1.7944,-0.0025,0.0010826
5282.5,1.2745,2,0,1.794,-0.0027,0.001082
5283.5,1.2745,2,0,1.7962,-0.0025,0.0010837
5284.5,1.4502,2,0,1.7953,-0.0043,0.0010796
5285.6,1.9776,2,0,1.7954,-0.0030667,0.0010821
5286.6,1.0987,2,0,1.7958,-0.0031,0.0010823
5287.6,2.1094,2,0,1.7963,-0.0025,0.0010838
5288.6,1.626,2,0,1.7966,-0.0027333,0.0010835
5289.7,1.4502,2,0,1.7969,-0.0025667,0.001084
5290.7,1.0987,2,0,1.7974,-0.0027667,0.0010839
5291.7,1.626,2,0,1.7969,-0.0028333,0.0010835
5292.7,1.0987,2,0,1.7973,-0.0020545,0.0010853
5293.8,2.1094,2,0,1.7969,-0.0027545,0.0010836
5294.8,1.4502,2,0,1.7971,-0.0032,0.0010829
5295.8,2.1094,2,0,1.7971,-0.0036,0.0010821
5296.8,1.9776,2,0,1.7971,-0.0028,0.0010837
5297.8,2.2852,2,0,1.798,-0.0036,0.0010826
5298.8,1.4502,2,0,1.798,-0.0022,0.0010854
5299.9,2.6368,2,0,1.7973,-0.00345,0.0010825
5300.9,10.02,2,0,1.7979,-0.0027,0.0010844
5301.9,22.369,2,0,1.7985,-0.00285,0.0010844
5302.9,23.731,2,0,1.691,-0.00635,0.0010163
5304,24.259,2,0,1.6058,-0.0085,0.0009695
5305,23.555,2,0,1.6009,-0.0082,0.0009659
5306,23.072,2,0,1.6031,-0.0082,0.0009673
5307,22.369,2,0,1.6045,-0.0089,0.0009695
5308,22.545,2,0,1.6067,-0.0075,0.000968
5309,22.72,2,0,1.6085,-0.0093,0.0009727
5310.1,21.841,2,0,1.6097,-0.0082,0.0009712
5311.1,22.193,2,0,1.6107,-0.0071,0.0009696
5312.1,23.072,2,0,1.611,-0.008,0.0009716
5313.1,21.49,2,0,1.6122,-0.0086667,0.0009737
5314.2,22.193,2,0,1.6122,-0.0089,0.0009741
5315.2,22.193,2,0,1.6134,-0.0074,0.0009718
5316.2,21.358,2,0,1.6134,-0.0079,0.0009728
5317.2,22.017,2,0,1.6153,-0.0077,0.0009736
5318.2,21.49,2,0,1.6144,-0.0077,0.0009731
5319.2,22.369,2,0,1.6148,-0.008,0.0009739
5320.3,31.466,2,0,1.6147,-0.0082,0.0009742
5321.3,32.477,2,0,1.5733,-0.0109,0.0009548
5322.3,31.817,2,0,1.5311,-0.0121,0.0009319
5323.3,31.466,2,0,1.5257,-0.014,0.0009324
5324.3,30.587,2,0,1.524,-0.0138,0.000931
5325.3,31.817,2,0,1.528,-0.0126,0.000931
5326.4,31.817,2,0,1.5255,-0.01245,0.0009292
5327.4,31.466,2,0,1.525,-0.0125,0.000929
5328.4,31.642,2,0,1.525,-0.01265,0.0009293
5329.4,30.411,2,0,1.5264,-0.01175,0.0009283
5330.4,31.114,2,0,1.5257,-0.01225,0.000929
5331.4,30.587,2,0,1.5264,-0.0118,0.0009284
5332.5,30.763,2,0,1.5257,-0.0115,0.0009274
5333.5,29.928,2,0,1.5262,-0.0127,0.0009301
5334.5,31.114,2,0,1.5257,-0.0131,0.0009306
5335.5,30.587,2,0,1.5262,-0.0132,0.0009311
5336.5,31.29,2,0,1.5271,-0.0127,0.0009307
5337.6,31.114,2,0,1.528,-0.0126333,0.000931
5338.6,31.114,2,0,1.5275,-0.0130667,0.0009316
5339.6,35.597,2,0,1.5281,-0.0134333,0.0009327
5340.6,37.97,2,0,1.5244,-0.0130333,0.0009297
5341.7,37.311,2,0,1.4719,-0.0157,0.0009035
5342.7,36.607,2,0,1.4664,-0.016533,0.0009019
5343.7,36.432,2,0,1.4667,-0.016733,0.0009025
5344.7,36.607,2,0,1.4673,-0.016133,0.0009017
5345.8,36.256,2,0,1.467,-0.0158,0.0009008
5346.8,36.783,2,0,1.467,-0.0162,0.0009016
5347.8,36.432,2,0,1.4679,-0.0163,0.0009023
5348.8,36.607,2,0,1.4661,-0.0161,0.0009009
5349.9,36.607,2,0,1.4668,-0.01655,0.0009022
5350.9,36.783,2,0,1.4655,-0.0164,0.0009011
5351.9,36.607,2,0,1.4662,-0.0168,0.0009023
5352.9,36.432,2,0,1.4663,-0.0165,0.0009018
5354,35.904,2,0,1.4675,-0.0165,0.0009025
5355,35.729,2,0,1.4657,-0.0166,0.0009016
5356,36.783,2,0,1.4666,-0.0161,0.0009012
5357,36.08,2,0,1.4657,-0.0161,0.0009006
5358,36.432,2,0,1.4666,-0.0166,0.0009022
5359,37.618,2,0,1.4666,-0.0153,0.0008996
5360.1,45.001,2,0,1.4663,-0.016633,0.000902
5361.1,45.001,2,0,1.4248,-0.019433,0.0008827
5362.1,45.001,2,0,1.3717,-0.0213,0.0008546
5363.1,45.177,2,0,1.3668,-0.022433,0.0008539
5364.1,44.826,2,0,1.3663,-0.022067,0.0008529
5365.2,45.001,2,0,1.3652,-0.021833,0.0008518
5366.2,44.166,2,0,1.3644,-0.022133,0.0008519
5367.2,45.353,2,0,1.364,-0.022067,0.0008515
5368.2,44.826,2,0,1.3643,-0.021667,0.0008509
5369.2,44.826,2,0,1.3632,-0.021967,0.0008509
5370.2,44.166,2,0,1.3638,-0.0216,0.0008505
5371.2,44.342,2,0,1.3638,-0.021933,0.0008512
5372.3,44.342,2,0,1.3634,-0.0214,0.0008498
5373.3,45.001,2,0,1.3625,-0.0216,0.0008497
5374.3,44.65,2,0,1.3634,-0.0218,0.0008506
5375.3,44.826,2,0,1.362,-0.0216,0.0008494
5376.3,45.001,2,0,1.362,-0.0212,0.0008486
5377.3,44.474,2,0,1.362,-0.0219,0.00085
5378.4,44.474,2,0,1.3634,-0.0221,0.0008512
5379.4,48.078,2,0,1.363,-0.0223,0.0008514
5380.4,55.461,2,0,1.3623,-0.0218,0.00085
5381.4,56.164,2,0,1.2733,-0.02735,0.0008077
