0	0.200000003	0
0	0.200000003	0.200000003
0	0	0.200000003
0	0	0
1.5	0.200000003	0.200000003
1.5	0.100000001	0.200000003
1.5	0	0.200000003
1.5	0	0
1.5	0.200000003	0
0	0.200000003	0.100000001
0	0.100000001	0.200000003
0	0	0.100000001
0	0.100000001	0
0.100000001	0.200000003	0.200000003
0.200000003	0.200000003	0.200000003
0.300000012	0.200000003	0.200000003
0.400000006	0.200000003	0.200000003
0.5	0.200000003	0.200000003
0.600000024	0.200000003	0.200000003
0.699999988	0.200000003	0.200000003
0.800000012	0.200000003	0.200000003
0.899999976	0.200000003	0.200000003
1	0.200000003	0.200000003
1.10000002	0.200000003	0.200000003
1.20000005	0.200000003	0.200000003
1.29999995	0.200000003	0.200000003
1.39999998	0.200000003	0.200000003
1.39999998	0	0.200000003
1.29999995	0	0.200000003
1.20000005	0	0.200000003
1.10000002	0	0.200000003
1	0	0.200000003
0.899999976	0	0.200000003
0.800000012	0	0.200000003
0.699999988	0	0.200000003
0.600000024	0	0.200000003
0.5	0	0.200000003
0.400000006	0	0.200000003
0.300000012	0	0.200000003
0.200000003	0	0.200000003
0.100000001	0	0.200000003
1.5	0	0.100000001
1.39999998	0	0
1.29999995	0	0
1.20000005	0	0
1.10000002	0	0
1	0	0
0.899999976	0	0
0.800000012	0	0
0.699999988	0	0
0.600000024	0	0
0.5	0	0
0.400000006	0	0
0.300000012	0	0
0.200000003	0	0
0.100000001	0	0
1.39999998	0.200000003	0
1.29999995	0.200000003	0
1.20000005	0.200000003	0
1.10000002	0.200000003	0
1	0.200000003	0
0.899999976	0.200000003	0
0.800000012	0.200000003	0
0.699999988	0.200000003	0
0.600000024	0.200000003	0
0.5	0.200000003	0
0.400000006	0.200000003	0
0.300000012	0.200000003	0
0.200000003	0.200000003	0
0.100000001	0.200000003	0
1.5	0.100000001	0
1.5	0.200000003	0.100000001
0	0.100000001	0.100000001
0.100000001	0.100000001	0.200000003
0.200000003	0.100000001	0.200000003
0.300000012	0.100000001	0.200000003
0.400000006	0.100000001	0.200000003
0.5	0.100000001	0.200000003
0.600000024	0.100000001	0.200000003
0.699999988	0.100000001	0.200000003
0.800000012	0.100000001	0.200000003
0.899999976	0.100000001	0.200000003
1	0.100000001	0.200000003
1.10000002	0.100000001	0.200000003
1.20000005	0.100000001	0.200000003
1.29999995	0.100000001	0.200000003
1.39999998	0.100000001	0.200000003
0.100000001	0	0.100000001
0.200000003	0	0.100000001
0.300000012	0	0.100000001
0.400000006	0	0.100000001
0.5	0	0.100000001
0.600000024	0	0.100000001
0.699999988	0	0.100000001
0.800000012	0	0.100000001
0.899999976	0	0.100000001
1	0	0.100000001
1.10000002	0	0.100000001
1.20000005	0	0.100000001
1.29999995	0	0.100000001
1.39999998	0	0.100000001
1.39999998	0.100000001	0
1.29999995	0.100000001	0
1.20000005	0.100000001	0
1.10000002	0.100000001	0
1	0.100000001	0
0.899999976	0.100000001	0
0.800000012	0.100000001	0
0.699999988	0.100000001	0
0.600000024	0.100000001	0
0.5	0.100000001	0
0.400000006	0.100000001	0
0.300000012	0.100000001	0
0.200000003	0.100000001	0
0.100000001	0.100000001	0
1.39999998	0.200000003	0.100000001
1.29999995	0.200000003	0.100000001
1.20000005	0.200000003	0.100000001
1.10000002	0.200000003	0.100000001
1	0.200000003	0.100000001
0.899999976	0.200000003	0.100000001
0.800000012	0.200000003	0.100000001
0.699999988	0.200000003	0.100000001
0.600000024	0.200000003	0.100000001
0.5	0.200000003	0.100000001
0.400000006	0.200000003	0.100000001
0.300000012	0.200000003	0.100000001
0.200000003	0.200000003	0.100000001
0.100000001	0.200000003	0.100000001
1.5	0.100000001	0.100000001
1.43818688	0.147916749	0.137488559
1.35416675	0.108333282	0.093063168
1.43887353	0.058333308	0.141666785
0.061126333	0.058333308	0.058333308
0.050000057	0.150000066	0.050000027
0.150000006	0.100000001	0.100000001
0.349999994	0.100000001	0.100000001
0.25000006	0.099999905	0.100000001
0.450000048	0.099999905	0.100000001
1.4416666	0.061126303	0.058333308
0.04999996	0.050000027	0.149999887
0.550000012	0.099999905	0.100000001
0.058333337	0.138873696	0.141666606
0.94458133	0.107227869	0.120335326
0.854166806	0.106936738	0.108333282
1.05000007	0.100000001	0.100000001
0.649999976	0.099999905	0.100000001
0.754166842	0.106936738	0.108333282
1.15000021	0.100000001	0.100000001
1.26426303	0.069260716	0.122037821
1.44999981	0.149999887	0.04999993
